Age,Education_Level,Occupation,Number_of_Dependents,Location,Work_Experience,Marital_Status,Employment_Status,Household_Size,Homeownership_Status,Type_of_Housing,Gender,Primary_Mode_of_Transportation,Income
59,Bachelor's,Finance,1,Urban,5,Married,Full-time,2,Own,Apartment,Male,Car,68672
54,Master's,Finance,0,Suburban,27,Divorced,Full-time,4,Own,Apartment,Male,Biking,66906
45,Master's,Others,1,Suburban,35,Single,Self-employed,4,Own,Townhouse,Female,Public transit,48122
43,High School,Others,3,Suburban,15,Married,Full-time,1,Own,Single-family home,Female,Public transit,675642
37,Bachelor's,Education,5,Urban,31,Divorced,Full-time,6,Own,Single-family home,Female,Biking,68864
33,High School,Healthcare,3,Rural,34,Married,Part-time,1,Own,Single-family home,Male,Public transit,337228
48,Master's,Healthcare,1,Urban,17,Divorced,Part-time,3,Rent,Single-family home,Female,Biking,428443
25,Master's,Others,4,Rural,18,Single,Self-employed,3,Own,Apartment,Female,Car,433855
28,Bachelor's,Healthcare,1,Urban,27,Married,Part-time,1,Rent,Single-family home,Female,Public transit,426204
57,Master's,Education,0,Urban,22,Single,Full-time,3,Rent,Apartment,Female,Car,212472
28,Bachelor's,Technology,0,Urban,12,Married,Part-time,5,Own,Apartment,Male,Public transit,67144
65,Bachelor's,Healthcare,5,Urban,6,Single,Full-time,3,Own,Single-family home,Female,Walking,4612244
65,Master's,Others,1,Urban,28,Married,Self-employed,7,Own,Townhouse,Female,Walking,431034
37,Bachelor's,Technology,0,Suburban,43,Married,Part-time,6,Rent,Townhouse,Female,Public transit,70574
43,Master's,Others,1,Suburban,8,Married,Full-time,2,Own,Apartment,Female,Public transit,2055794
40,Bachelor's,Technology,1,Suburban,27,Divorced,Self-employed,3,Own,Single-family home,Male,Public transit,73710
58,Bachelor's,Technology,5,Urban,16,Single,Full-time,5,Rent,Single-family home,Female,Public transit,431836
22,Bachelor's,Technology,1,Suburban,29,Single,Full-time,7,Own,Single-family home,Female,Biking,71236
47,Bachelor's,Others,0,Urban,39,Divorced,Full-time,6,Own,Townhouse,Female,Biking,67934
62,Master's,Finance,4,Urban,27,Married,Full-time,5,Own,Single-family home,Male,Public transit,63583
59,Master's,Technology,1,Suburban,36,Married,Full-time,7,Own,Apartment,Male,Public transit,72526
42,High School,Finance,5,Urban,4,Single,Part-time,1,Rent,Single-family home,Male,Biking,1206506
65,High School,Education,0,Suburban,24,Single,Part-time,5,Own,Single-family home,Male,Biking,4062299
62,Bachelor's,Healthcare,1,Urban,46,Single,Part-time,6,Own,Townhouse,Female,Walking,74524
38,High School,Education,3,Urban,34,Single,Part-time,7,Own,Single-family home,Female,Public transit,67698
41,Bachelor's,Finance,3,Suburban,14,Single,Full-time,6,Own,Single-family home,Female,Car,71368
20,High School,Healthcare,0,Urban,2,Single,Full-time,5,Own,Townhouse,Female,Public transit,9627488
42,High School,Technology,0,Suburban,49,Married,Self-employed,6,Rent,Single-family home,Female,Public transit,71568
66,Master's,Education,4,Rural,28,Single,Full-time,1,Own,Apartment,Male,Biking,239639
61,Master's,Healthcare,5,Urban,24,Single,Self-employed,1,Own,Single-family home,Male,Public transit,69408
35,Bachelor's,Finance,3,Urban,34,Single,Full-time,1,Own,Single-family home,Female,Public transit,37088
48,High School,Healthcare,1,Urban,11,Married,Part-time,2,Rent,Apartment,Female,Public transit,66402
22,Bachelor's,Technology,0,Urban,32,Single,Full-time,5,Rent,Townhouse,Male,Public transit,68256
36,Master's,Healthcare,2,Urban,31,Married,Part-time,2,Own,Single-family home,Male,Public transit,71016
24,High School,Technology,5,Urban,45,Single,Full-time,1,Rent,Single-family home,Male,Car,2920269
43,High School,Technology,4,Suburban,8,Married,Full-time,1,Rent,Apartment,Female,Car,65958
63,High School,Technology,4,Urban,6,Divorced,Part-time,4,Rent,Townhouse,Female,Biking,71378
23,Master's,Finance,1,Urban,3,Divorced,Full-time,3,Own,Single-family home,Male,Public transit,73562
55,Doctorate,Others,5,Urban,7,Married,Full-time,3,Own,Single-family home,Male,Public transit,73106
18,High School,Healthcare,5,Urban,3,Single,Full-time,2,Own,Apartment,Male,Walking,67900
46,Master's,Technology,2,Urban,45,Married,Part-time,7,Own,Townhouse,Male,Public transit,145501
19,Bachelor's,Healthcare,1,Urban,18,Married,Self-employed,1,Own,Apartment,Male,Public transit,75292
28,High School,Others,2,Suburban,50,Single,Full-time,7,Own,Single-family home,Male,Car,71868
21,High School,Healthcare,3,Suburban,10,Single,Full-time,5,Own,Apartment,Male,Biking,168082
34,Bachelor's,Technology,2,Urban,28,Single,Part-time,3,Own,Apartment,Male,Public transit,64890
19,Bachelor's,Others,1,Urban,0,Divorced,Self-employed,3,Rent,Single-family home,Female,Public transit,65008
51,Master's,Healthcare,5,Urban,19,Married,Full-time,6,Own,Apartment,Male,Public transit,71518
43,Master's,Healthcare,1,Urban,48,Married,Self-employed,4,Own,Single-family home,Male,Public transit,2560733
20,Bachelor's,Technology,5,Suburban,21,Single,Full-time,7,Own,Townhouse,Male,Car,66834
21,Master's,Finance,3,Urban,43,Married,Part-time,3,Own,Single-family home,Female,Public transit,70628
24,High School,Finance,1,Suburban,41,Married,Part-time,4,Rent,Single-family home,Male,Biking,75006
45,Master's,Healthcare,4,Urban,44,Married,Full-time,1,Rent,Apartment,Female,Public transit,738376
40,Bachelor's,Finance,1,Urban,46,Single,Full-time,6,Own,Apartment,Female,Walking,46998
20,Bachelor's,Technology,0,Urban,16,Married,Full-time,4,Rent,Single-family home,Female,Car,6678678
49,Master's,Healthcare,1,Urban,44,Single,Full-time,4,Rent,Townhouse,Female,Biking,65536
31,Doctorate,Finance,4,Urban,3,Single,Part-time,1,Own,Townhouse,Male,Car,505352
25,High School,Healthcare,3,Suburban,34,Married,Self-employed,4,Own,Single-family home,Male,Car,72748
39,Master's,Technology,0,Urban,26,Divorced,Self-employed,3,Rent,Single-family home,Female,Walking,74578
65,Master's,Technology,4,Urban,18,Married,Part-time,3,Own,Apartment,Male,Biking,70094
44,Master's,Finance,2,Urban,18,Single,Self-employed,3,Rent,Apartment,Male,Biking,71694
43,Master's,Technology,4,Urban,38,Married,Self-employed,5,Rent,Single-family home,Male,Walking,66070
64,High School,Healthcare,0,Suburban,15,Single,Part-time,1,Rent,Apartment,Male,Car,72908
45,Doctorate,Others,0,Urban,0,Married,Part-time,5,Own,Single-family home,Male,Walking,72578
23,Bachelor's,Technology,4,Urban,39,Married,Part-time,7,Own,Apartment,Female,Biking,71666
63,Bachelor's,Finance,3,Urban,32,Divorced,Self-employed,7,Own,Single-family home,Male,Biking,841639
20,Bachelor's,Education,3,Urban,36,Married,Part-time,2,Rent,Townhouse,Female,Car,260620
33,Bachelor's,Finance,4,Suburban,47,Single,Full-time,7,Own,Single-family home,Female,Public transit,73748
32,Bachelor's,Finance,3,Suburban,8,Single,Self-employed,2,Own,Townhouse,Female,Walking,66218
61,Master's,Healthcare,4,Urban,10,Divorced,Part-time,3,Own,Apartment,Female,Car,1472444
35,Bachelor's,Education,4,Urban,45,Married,Full-time,4,Rent,Townhouse,Female,Car,3514011
42,Master's,Finance,3,Urban,38,Single,Part-time,4,Own,Single-family home,Male,Car,68036
20,High School,Others,1,Suburban,7,Single,Full-time,7,Rent,Townhouse,Male,Biking,52467
22,High School,Finance,1,Urban,30,Single,Part-time,5,Own,Apartment,Female,Walking,69074
38,Bachelor's,Technology,0,Urban,49,Single,Full-time,6,Rent,Single-family home,Female,Car,66278
54,Bachelor's,Healthcare,4,Urban,15,Married,Full-time,5,Own,Apartment,Female,Car,69848
67,Master's,Healthcare,2,Rural,10,Married,Self-employed,3,Own,Single-family home,Female,Car,72104
50,High School,Healthcare,5,Rural,21,Married,Self-employed,4,Own,Townhouse,Female,Car,69096
46,Master's,Finance,1,Suburban,39,Married,Full-time,1,Rent,Apartment,Male,Public transit,67232
67,High School,Finance,4,Urban,40,Married,Full-time,5,Rent,Townhouse,Male,Public transit,66646
27,Bachelor's,Technology,5,Urban,18,Married,Part-time,2,Own,Single-family home,Female,Public transit,71350
51,Master's,Healthcare,4,Rural,43,Divorced,Full-time,2,Rent,Single-family home,Male,Biking,3731103
63,Master's,Healthcare,5,Suburban,4,Divorced,Part-time,5,Own,Apartment,Male,Walking,71990
23,Master's,Healthcare,0,Urban,29,Single,Part-time,6,Rent,Apartment,Male,Public transit,227256
35,Bachelor's,Education,5,Urban,2,Married,Self-employed,1,Rent,Apartment,Female,Car,74938
24,High School,Healthcare,2,Urban,29,Married,Full-time,2,Rent,Single-family home,Female,Car,511259
38,Master's,Finance,2,Urban,3,Single,Full-time,1,Own,Single-family home,Female,Walking,66570
39,High School,Technology,2,Urban,6,Married,Full-time,5,Own,Apartment,Male,Car,3757718
45,Master's,Finance,2,Urban,39,Single,Full-time,5,Rent,Single-family home,Male,Public transit,69124
35,Master's,Healthcare,5,Urban,8,Single,Full-time,5,Own,Townhouse,Female,Public transit,69932
62,High School,Technology,3,Suburban,49,Single,Part-time,2,Own,Single-family home,Male,Biking,74466
33,High School,Education,3,Urban,24,Married,Full-time,3,Own,Single-family home,Male,Walking,68704
45,Bachelor's,Others,3,Urban,24,Married,Full-time,3,Rent,Apartment,Female,Public transit,66148
60,High School,Technology,2,Suburban,32,Married,Self-employed,2,Own,Single-family home,Male,Car,65502
60,Bachelor's,Others,4,Rural,35,Single,Self-employed,7,Own,Townhouse,Female,Public transit,66766
49,High School,Technology,0,Urban,33,Single,Part-time,4,Own,Single-family home,Male,Public transit,72590
33,High School,Finance,5,Urban,23,Single,Full-time,6,Rent,Townhouse,Male,Biking,73706
35,Master's,Healthcare,5,Urban,16,Single,Full-time,5,Own,Townhouse,Male,Public transit,65480
35,Master's,Education,3,Urban,22,Married,Full-time,5,Own,Apartment,Female,Car,69802
51,Bachelor's,Finance,3,Suburban,30,Married,Full-time,1,Own,Apartment,Male,Biking,70786
28,Master's,Healthcare,5,Urban,38,Single,Part-time,2,Own,Single-family home,Female,Car,67068
49,Master's,Healthcare,1,Urban,48,Married,Part-time,4,Own,Single-family home,Male,Public transit,68492
30,High School,Technology,3,Suburban,42,Single,Full-time,3,Rent,Single-family home,Male,Biking,5951019
52,Bachelor's,Others,1,Urban,23,Single,Full-time,7,Rent,Apartment,Male,Biking,57061
57,Doctorate,Healthcare,1,Urban,25,Married,Part-time,4,Rent,Apartment,Male,Car,65452
51,Bachelor's,Technology,1,Suburban,31,Married,Part-time,3,Rent,Single-family home,Male,Biking,4138317
64,High School,Education,2,Urban,2,Divorced,Full-time,6,Own,Single-family home,Male,Car,73290
29,High School,Finance,0,Rural,47,Single,Part-time,4,Rent,Single-family home,Male,Public transit,65798
52,High School,Healthcare,3,Urban,7,Single,Full-time,5,Own,Apartment,Male,Public transit,428450
53,Bachelor's,Education,3,Suburban,4,Single,Full-time,1,Own,Apartment,Female,Public transit,66064
56,Bachelor's,Healthcare,5,Urban,21,Married,Full-time,5,Own,Apartment,Male,Biking,69320
19,Master's,Technology,1,Urban,45,Married,Self-employed,6,Own,Single-family home,Male,Biking,65198
22,High School,Healthcare,0,Urban,37,Married,Full-time,3,Rent,Single-family home,Female,Biking,4320977
49,High School,Technology,1,Suburban,0,Single,Part-time,4,Own,Apartment,Male,Biking,73574
55,High School,Healthcare,3,Urban,24,Married,Self-employed,4,Own,Single-family home,Male,Car,65582
52,Bachelor's,Education,3,Urban,50,Single,Full-time,2,Rent,Single-family home,Male,Public transit,875247
31,Bachelor's,Education,1,Urban,35,Divorced,Full-time,2,Own,Apartment,Female,Car,67070
32,Bachelor's,Technology,5,Suburban,0,Single,Part-time,1,Rent,Townhouse,Female,Biking,68372
54,High School,Education,3,Urban,21,Married,Part-time,1,Rent,Apartment,Female,Public transit,838705
62,High School,Finance,0,Suburban,5,Single,Self-employed,4,Own,Townhouse,Male,Car,67002
57,Bachelor's,Finance,1,Urban,11,Single,Self-employed,6,Rent,Single-family home,Male,Public transit,72020
61,Bachelor's,Others,1,Rural,48,Married,Self-employed,2,Own,Townhouse,Female,Biking,69702
54,Bachelor's,Technology,2,Suburban,44,Single,Part-time,6,Own,Single-family home,Male,Walking,65832
66,High School,Technology,2,Suburban,35,Married,Full-time,3,Own,Apartment,Male,Public transit,69944
30,Bachelor's,Others,5,Rural,15,Married,Full-time,7,Own,Single-family home,Male,Public transit,77529
66,Master's,Others,5,Urban,32,Single,Self-employed,3,Own,Single-family home,Male,Walking,73556
48,Master's,Technology,0,Urban,20,Married,Part-time,5,Rent,Single-family home,Female,Public transit,4003170
63,Master's,Finance,4,Urban,3,Divorced,Part-time,5,Rent,Townhouse,Female,Biking,188102
68,High School,Healthcare,3,Urban,25,Married,Full-time,4,Own,Townhouse,Female,Public transit,67584
45,Bachelor's,Finance,2,Urban,25,Single,Full-time,7,Own,Apartment,Female,Biking,71504
38,Master's,Education,4,Urban,20,Married,Full-time,3,Own,Apartment,Female,Car,73314
52,Master's,Education,5,Urban,15,Married,Full-time,3,Own,Single-family home,Female,Public transit,71852
64,High School,Healthcare,1,Urban,40,Single,Full-time,6,Own,Townhouse,Male,Car,35752
35,Master's,Healthcare,1,Urban,21,Married,Self-employed,1,Own,Apartment,Female,Public transit,69858
49,High School,Technology,4,Urban,13,Single,Full-time,1,Rent,Single-family home,Female,Car,70330
59,High School,Healthcare,4,Urban,40,Divorced,Self-employed,5,Own,Apartment,Male,Car,67898
19,Bachelor's,Finance,1,Urban,9,Married,Full-time,5,Rent,Single-family home,Female,Public transit,5190461
34,Master's,Technology,4,Rural,22,Single,Part-time,2,Own,Single-family home,Male,Biking,4370973
30,High School,Others,1,Urban,32,Single,Full-time,6,Rent,Single-family home,Male,Public transit,433770
47,Master's,Healthcare,5,Urban,24,Single,Full-time,3,Rent,Single-family home,Female,Biking,772239
59,Bachelor's,Others,5,Rural,47,Married,Full-time,2,Rent,Apartment,Female,Biking,68326
19,Master's,Healthcare,4,Urban,9,Single,Part-time,4,Rent,Single-family home,Male,Biking,67738
63,High School,Technology,0,Urban,41,Single,Part-time,7,Rent,Single-family home,Male,Car,2719879
27,High School,Healthcare,5,Urban,9,Married,Full-time,1,Rent,Apartment,Male,Public transit,2162356
34,High School,Education,4,Urban,5,Single,Part-time,6,Own,Single-family home,Male,Car,70366
42,Master's,Finance,2,Urban,7,Single,Full-time,1,Own,Apartment,Male,Public transit,74492
69,Master's,Healthcare,3,Urban,35,Single,Full-time,4,Own,Single-family home,Male,Car,68764
49,Bachelor's,Others,0,Urban,42,Married,Full-time,5,Own,Single-family home,Female,Car,72748
66,Master's,Finance,5,Urban,42,Single,Self-employed,5,Own,Apartment,Female,Public transit,191350
68,Master's,Others,3,Urban,33,Married,Part-time,1,Rent,Single-family home,Male,Car,89098
38,Bachelor's,Finance,2,Urban,35,Married,Part-time,6,Rent,Townhouse,Female,Public transit,73396
55,Master's,Finance,2,Urban,35,Married,Full-time,4,Own,Single-family home,Male,Biking,889175
19,Master's,Finance,0,Urban,44,Single,Full-time,4,Own,Apartment,Male,Biking,317203
63,Doctorate,Others,2,Rural,31,Single,Self-employed,7,Own,Townhouse,Female,Public transit,256223
58,Doctorate,Technology,5,Urban,25,Single,Self-employed,6,Rent,Apartment,Female,Public transit,66794
24,Doctorate,Technology,3,Rural,1,Married,Full-time,1,Own,Single-family home,Female,Car,74280
57,High School,Healthcare,1,Suburban,31,Married,Self-employed,6,Rent,Apartment,Female,Car,2136327
27,High School,Others,1,Suburban,24,Single,Self-employed,2,Rent,Single-family home,Male,Public transit,1560627
68,High School,Education,3,Urban,48,Divorced,Self-employed,7,Own,Single-family home,Female,Public transit,69040
66,High School,Healthcare,2,Urban,29,Divorced,Full-time,4,Own,Single-family home,Female,Car,68082
54,High School,Finance,3,Urban,27,Married,Self-employed,1,Rent,Single-family home,Male,Car,66558
27,Bachelor's,Finance,1,Urban,45,Single,Full-time,6,Own,Single-family home,Female,Car,1437135
39,Master's,Healthcare,0,Urban,49,Married,Part-time,1,Own,Apartment,Male,Car,74528
68,High School,Technology,5,Urban,20,Married,Full-time,4,Own,Single-family home,Female,Car,74598
61,Bachelor's,Education,2,Suburban,12,Married,Part-time,6,Own,Apartment,Female,Car,57289
47,Doctorate,Healthcare,1,Urban,48,Married,Self-employed,4,Rent,Townhouse,Male,Car,3585476
26,High School,Healthcare,2,Rural,28,Married,Part-time,4,Rent,Single-family home,Female,Biking,31285
63,Bachelor's,Others,1,Urban,13,Single,Self-employed,6,Rent,Apartment,Male,Car,112258
47,Master's,Healthcare,4,Suburban,8,Married,Part-time,4,Rent,Apartment,Male,Walking,6475908
29,Bachelor's,Technology,4,Urban,9,Married,Full-time,4,Own,Townhouse,Male,Car,71512
59,Doctorate,Education,2,Urban,38,Married,Full-time,2,Own,Single-family home,Male,Public transit,2146056
43,Master's,Healthcare,4,Suburban,44,Single,Full-time,2,Rent,Apartment,Female,Biking,975252
45,Bachelor's,Healthcare,2,Urban,9,Married,Full-time,2,Own,Apartment,Female,Public transit,7888594
42,Master's,Healthcare,5,Urban,44,Married,Self-employed,7,Rent,Single-family home,Male,Car,72128
23,Bachelor's,Education,3,Rural,11,Married,Part-time,1,Own,Apartment,Male,Car,5369145
24,Bachelor's,Finance,3,Urban,19,Married,Full-time,1,Rent,Single-family home,Female,Car,6141893
57,High School,Finance,0,Urban,47,Single,Part-time,7,Rent,Apartment,Female,Car,1765806
65,Bachelor's,Technology,5,Urban,17,Single,Part-time,2,Own,Apartment,Female,Public transit,5758380
21,Master's,Education,5,Suburban,41,Single,Full-time,2,Own,Single-family home,Female,Walking,67864
26,Master's,Technology,2,Urban,27,Married,Full-time,2,Own,Single-family home,Female,Walking,71086
21,Bachelor's,Healthcare,1,Urban,2,Single,Self-employed,6,Own,Townhouse,Male,Public transit,74916
29,Bachelor's,Education,2,Suburban,48,Divorced,Self-employed,6,Own,Townhouse,Female,Walking,73678
60,Bachelor's,Technology,0,Rural,44,Divorced,Part-time,4,Own,Apartment,Male,Public transit,8358611
41,Master's,Healthcare,0,Urban,27,Single,Full-time,6,Own,Townhouse,Male,Public transit,307360
46,Bachelor's,Education,2,Urban,7,Married,Full-time,4,Rent,Single-family home,Female,Public transit,65842
22,High School,Healthcare,3,Urban,4,Divorced,Full-time,6,Own,Apartment,Male,Biking,88374
24,High School,Finance,2,Urban,25,Divorced,Full-time,7,Own,Single-family home,Male,Public transit,75442
28,Master's,Healthcare,3,Suburban,19,Married,Self-employed,5,Rent,Apartment,Female,Car,1128742
19,Master's,Healthcare,0,Rural,7,Single,Full-time,5,Rent,Apartment,Female,Public transit,44625
64,Master's,Others,0,Urban,15,Married,Full-time,3,Own,Apartment,Male,Public transit,70682
21,Bachelor's,Finance,1,Urban,44,Single,Self-employed,5,Rent,Townhouse,Male,Public transit,69072
32,High School,Technology,4,Urban,20,Married,Part-time,3,Own,Single-family home,Male,Car,75046
60,Bachelor's,Education,0,Urban,16,Married,Full-time,1,Own,Apartment,Male,Car,74402
64,High School,Healthcare,1,Urban,41,Married,Self-employed,7,Rent,Single-family home,Female,Car,70212
58,Bachelor's,Healthcare,3,Urban,38,Married,Full-time,1,Rent,Townhouse,Female,Car,68044
43,High School,Finance,1,Suburban,44,Single,Full-time,7,Rent,Townhouse,Male,Car,66618
20,Master's,Others,5,Rural,38,Married,Part-time,1,Rent,Apartment,Male,Car,64926
67,Bachelor's,Finance,0,Urban,31,Single,Full-time,2,Own,Single-family home,Male,Walking,392618
48,Bachelor's,Healthcare,1,Urban,40,Single,Self-employed,1,Own,Single-family home,Female,Car,183735
62,Bachelor's,Education,2,Urban,44,Married,Part-time,7,Rent,Townhouse,Male,Biking,900538
58,Master's,Technology,4,Urban,20,Married,Part-time,1,Own,Single-family home,Male,Public transit,72072
61,Bachelor's,Others,2,Suburban,43,Married,Self-employed,4,Rent,Single-family home,Male,Public transit,72810
53,High School,Healthcare,3,Urban,32,Married,Full-time,4,Own,Apartment,Female,Biking,65236
64,Bachelor's,Education,4,Rural,45,Single,Part-time,5,Own,Apartment,Female,Public transit,34649
39,High School,Others,4,Urban,15,Single,Part-time,3,Own,Apartment,Male,Biking,44124
30,High School,Healthcare,1,Urban,35,Married,Full-time,5,Rent,Apartment,Male,Public transit,325563
64,High School,Technology,0,Suburban,50,Married,Self-employed,6,Own,Single-family home,Male,Public transit,61858
52,High School,Technology,3,Urban,22,Single,Self-employed,5,Rent,Single-family home,Male,Public transit,5570721
61,Bachelor's,Healthcare,3,Urban,2,Divorced,Part-time,1,Own,Single-family home,Male,Car,54398
30,High School,Technology,5,Urban,17,Divorced,Part-time,1,Rent,Single-family home,Male,Public transit,70640
60,High School,Healthcare,0,Urban,19,Married,Part-time,6,Rent,Single-family home,Male,Walking,66274
47,Bachelor's,Technology,3,Suburban,37,Single,Full-time,1,Own,Single-family home,Male,Public transit,65480
37,High School,Healthcare,0,Suburban,48,Married,Part-time,7,Rent,Single-family home,Male,Public transit,1131084
57,Bachelor's,Healthcare,1,Rural,11,Married,Full-time,3,Rent,Apartment,Female,Biking,73742
49,High School,Healthcare,4,Urban,27,Single,Self-employed,1,Own,Townhouse,Male,Car,73890
31,Master's,Education,0,Suburban,42,Single,Full-time,5,Own,Apartment,Female,Car,68644
70,Master's,Education,0,Urban,15,Married,Self-employed,3,Own,Single-family home,Male,Biking,66570
41,Bachelor's,Education,2,Urban,28,Divorced,Self-employed,2,Own,Apartment,Female,Biking,66950
30,High School,Education,5,Suburban,14,Single,Full-time,7,Own,Apartment,Female,Car,33597
61,High School,Others,0,Urban,15,Married,Full-time,7,Own,Apartment,Female,Walking,8924221
53,Doctorate,Others,0,Urban,39,Married,Self-employed,7,Own,Single-family home,Male,Car,66696
37,Master's,Technology,5,Urban,21,Single,Full-time,6,Rent,Apartment,Female,Public transit,391333
38,High School,Education,3,Rural,41,Single,Full-time,4,Own,Townhouse,Female,Public transit,9116708
33,High School,Technology,0,Rural,9,Single,Full-time,4,Own,Single-family home,Female,Car,2127954
69,Doctorate,Healthcare,1,Urban,15,Married,Full-time,5,Own,Townhouse,Female,Car,74132
51,Master's,Others,2,Urban,12,Single,Self-employed,5,Own,Townhouse,Male,Public transit,74512
42,Bachelor's,Others,4,Suburban,41,Single,Full-time,4,Own,Townhouse,Female,Car,71982
60,Master's,Healthcare,1,Urban,45,Single,Full-time,7,Own,Single-family home,Female,Public transit,63797
68,High School,Healthcare,5,Urban,24,Married,Part-time,3,Own,Townhouse,Male,Car,70366
44,Doctorate,Technology,1,Suburban,20,Divorced,Full-time,5,Rent,Townhouse,Female,Public transit,87303
62,Bachelor's,Others,2,Urban,15,Single,Full-time,4,Own,Single-family home,Male,Car,72190
68,Master's,Technology,1,Urban,19,Single,Full-time,5,Own,Apartment,Female,Biking,74294
30,Doctorate,Healthcare,1,Urban,14,Married,Part-time,4,Rent,Townhouse,Female,Car,69972
19,Master's,Education,4,Suburban,37,Married,Self-employed,3,Own,Apartment,Male,Biking,67520
30,High School,Healthcare,2,Urban,19,Single,Part-time,6,Rent,Apartment,Male,Car,65626
37,Bachelor's,Others,0,Suburban,3,Married,Self-employed,7,Own,Single-family home,Male,Car,3838659
64,Bachelor's,Education,1,Urban,0,Single,Part-time,4,Own,Single-family home,Male,Car,70916
35,High School,Technology,0,Urban,14,Married,Full-time,2,Rent,Apartment,Male,Car,120386
69,Bachelor's,Education,0,Suburban,49,Single,Part-time,6,Own,Apartment,Female,Biking,9707218
51,Bachelor's,Healthcare,4,Rural,42,Married,Self-employed,1,Own,Apartment,Male,Walking,72892
32,High School,Healthcare,4,Rural,19,Single,Part-time,5,Own,Apartment,Female,Car,71196
29,Bachelor's,Finance,3,Urban,45,Single,Full-time,2,Own,Single-family home,Male,Car,151773
46,High School,Healthcare,2,Urban,30,Single,Part-time,5,Own,Apartment,Male,Car,8024785
58,Bachelor's,Healthcare,2,Urban,37,Single,Full-time,3,Rent,Single-family home,Female,Biking,3548572
21,Master's,Others,4,Suburban,44,Divorced,Part-time,2,Own,Townhouse,Female,Car,64986
62,Master's,Education,2,Suburban,8,Married,Full-time,6,Own,Single-family home,Female,Biking,6801000
60,Master's,Finance,2,Urban,12,Married,Part-time,3,Own,Apartment,Female,Public transit,70490
64,Bachelor's,Technology,2,Urban,11,Divorced,Self-employed,5,Rent,Single-family home,Male,Public transit,5672297
51,Master's,Technology,0,Urban,35,Married,Full-time,7,Rent,Townhouse,Female,Public transit,74840
67,High School,Healthcare,5,Suburban,29,Single,Part-time,6,Rent,Single-family home,Male,Public transit,75068
59,Bachelor's,Finance,4,Rural,31,Single,Part-time,3,Rent,Apartment,Female,Public transit,129207
23,Bachelor's,Finance,2,Rural,29,Single,Full-time,7,Own,Single-family home,Female,Car,71668
40,Master's,Finance,0,Suburban,33,Single,Part-time,4,Own,Single-family home,Male,Car,73192
61,Master's,Finance,4,Urban,15,Married,Full-time,7,Own,Apartment,Male,Car,73958
55,Bachelor's,Education,5,Urban,46,Single,Full-time,7,Rent,Apartment,Male,Public transit,35799
28,Bachelor's,Education,3,Urban,14,Married,Part-time,6,Own,Single-family home,Male,Car,2640146
67,Master's,Finance,1,Urban,5,Married,Full-time,3,Rent,Single-family home,Male,Walking,5740837
35,Doctorate,Technology,1,Suburban,45,Single,Self-employed,3,Own,Apartment,Male,Car,67242
56,Doctorate,Healthcare,0,Rural,48,Divorced,Full-time,3,Own,Apartment,Female,Car,71048
50,Master's,Technology,4,Urban,2,Divorced,Full-time,3,Rent,Apartment,Female,Public transit,69738
28,Master's,Healthcare,4,Urban,26,Married,Part-time,5,Own,Single-family home,Male,Public transit,71970
63,High School,Education,4,Urban,31,Married,Part-time,5,Own,Single-family home,Male,Public transit,4575920
44,High School,Finance,5,Urban,21,Single,Self-employed,3,Own,Townhouse,Male,Public transit,90707
27,Doctorate,Technology,2,Rural,46,Married,Part-time,4,Own,Townhouse,Male,Public transit,430045
40,Bachelor's,Finance,2,Suburban,20,Divorced,Self-employed,1,Own,Single-family home,Male,Car,69462
29,High School,Healthcare,0,Urban,18,Single,Self-employed,7,Own,Apartment,Female,Public transit,75002
63,Doctorate,Education,2,Urban,48,Married,Full-time,3,Rent,Apartment,Female,Public transit,65996
32,Master's,Finance,0,Urban,0,Married,Part-time,3,Rent,Apartment,Female,Biking,73482
50,High School,Finance,3,Urban,31,Single,Self-employed,6,Own,Single-family home,Female,Car,121485
52,High School,Finance,0,Urban,2,Single,Full-time,6,Own,Single-family home,Male,Public transit,74378
45,Master's,Healthcare,1,Suburban,9,Married,Full-time,3,Own,Apartment,Female,Public transit,70500
50,High School,Healthcare,2,Urban,29,Married,Self-employed,2,Rent,Single-family home,Female,Public transit,4634689
57,Bachelor's,Healthcare,4,Urban,19,Married,Full-time,7,Own,Single-family home,Female,Public transit,65928
42,Bachelor's,Healthcare,2,Suburban,1,Married,Self-employed,1,Rent,Single-family home,Male,Public transit,70876
30,Bachelor's,Technology,3,Urban,36,Married,Full-time,3,Own,Townhouse,Female,Public transit,134097
24,Master's,Education,1,Urban,30,Single,Part-time,6,Rent,Townhouse,Male,Car,3102009
21,High School,Finance,4,Urban,22,Married,Full-time,5,Own,Apartment,Female,Biking,72468
49,Doctorate,Education,2,Suburban,48,Divorced,Full-time,3,Rent,Apartment,Male,Car,67978
44,High School,Healthcare,4,Urban,34,Single,Self-employed,3,Own,Single-family home,Female,Biking,73594
43,Bachelor's,Healthcare,2,Urban,33,Divorced,Full-time,4,Own,Single-family home,Male,Biking,67970
43,Bachelor's,Healthcare,4,Urban,48,Single,Self-employed,6,Own,Apartment,Male,Car,67100
35,Bachelor's,Others,0,Urban,3,Single,Full-time,3,Rent,Apartment,Female,Public transit,3279593
55,Bachelor's,Technology,3,Suburban,27,Single,Self-employed,2,Own,Apartment,Female,Public transit,69534
40,Bachelor's,Healthcare,5,Urban,38,Married,Full-time,3,Own,Apartment,Male,Public transit,72156
